,n,k,t,speed,g
352,2047,804,147,0.39276990718124083,9E93042298871C02864576F3E9046163BC1CD706E0E8117481C034410194FF7D833277FE04C5000F37EE3C4EB50A4548C72C32FACB8AEEF363B6A095B26A3F706BA10F3FF4C9EF2AB079616996042114304259B4B6CC4E0D25A4D1BE4D4E232A222498E7A6F2E4B324299099B2983F54D5DE6705068B6CF2B64EE714E7A2950A6EEDA290CE9D5CD048568FBCDA5EA1DD0FA2F0DB3796AFC93406711
353,2047,793,149,0.3873961895456766,6729ABFFB108221896A3F7149EEFA9C298C75F63DD2EACA84EFC813B41CD2180D9F8709CEA8F8CB4EDFD2D7443CED5A55C6877CB7261BF40777FEB56BEE051C1DE0BDF9B1C67545F57863FF5D5534EBDC48FDA263E92693DFB408752A78C5275756C5E04AFC746A67E563BFA20EE7639790B8943FA163D321DDD18F6B2EC9C20C9F1DDFFD2A6B371428FAE1CDC1CBA3A04BD332EAB1A819017FE2ED5A7
354,2047,782,150,0.38202247191011235,313BA9A01BC541128F25D5AF2A212407F6BC1CA9654CEEBC9BBF66C8A333E83C4142BA81FBEA7D045FF5EB132B3A621EFF58920D4AB33E8B25D06D5F6FC09926C2ABBF8930734743E23EBE5E92B18F4CC71575AC50E3D51851F79996131AF3AFAD3107C440FD80E02B88DB69E915E25C3611070751731420231576ADA797EBDBA7850641888B8853B765EDC9D9C88878DE8958B7CD462C3AE01C9E801FCA9
355,2047,771,151,0.37664875427454814,1EB3DBC1C89E3D0761AC8FF0F489D8FCC4F59E84EBEC44E14DD47C7E424910A023D566C29AD6485595DDB472E767673E45C893F8EE20A90F6D4DA81473D8AB8B46047D1655CEDEC4C1E2637722912705350D42C72636BA9D965E639505C9B3EF87DA9A6BDDBD5F643AB85D79C871BBFF6482841213DC8D02DBE68327733E66EF97154A59C91F0E0836FE08C5C00D8288E2341CA5AF7DFEB66647D9ED9419ED5F
356,2047,760,153,0.37127503663898387,DFC5768A5F1CCA0190DC39A2457849511C4A29B1D2FE225F378927F9F458CC4440440A25679C75C3492355A4D8CF4D5182AB61B05D39607B0F28CA598EA92A01C0A23FF677412307A06B49844A43C5964BA1A6D19194DA8E78B123F0DAE1C79D417B5BCBB50195C91F562BB2411681CEED68FB5ECC6718D15AC05DAC9FF4E424FBD8C50AE9254D791007CFD270BFBD8C1C33CCF97296CC8588EDA4385DCAFF066B
357,2047,749,154,0.36590131900341966,4C826FD8E484F047A298CA5331121F4674EB36D031DE54601CBB041A4FD56D0F92CA6906F64E77A96D9BA0E2B70413AD45369C023954C414AB9F9C32C7DA8AD190684B34C31E6D13D5A7F97CD893CAF7989CD31DD35441D4E3BFB64654B294BC93784AC4E80211B9067B47FCFFEFF03DD0D99971EBF066A2F314CA23BEE75B8010C8B277947B9E945C3F83D2C0CCC78B1ED02E91C6C8D129F9127B6F7782C53FA323F
358,2047,738,155,0.3605276013678554,24F46A0421C59AFE20C523A95161B8593728B1368430A78AE89C5C919AE09F0E75BD15D6D7E0FE167C81782D67C8553E05A9F22CCB08AC2A8C252BA561B783099B1ED99A299ED6B0913D71019829464FC75AA3AE10984B62B6A8DDB0B664426F235B586FB2379E429B9493BDE2C74970434667417F851FC9E328CF52047C508530D249F5C95BD8A4D95FBE8BBC0D5C7D320C0B4D36051BE3DBD509C6C7128BD53F97B1AF
359,2047,727,157,0.3551538837322912,12512DB9750D5D69A1EC7149A40ADFD65A5B2D9B0C85AA5595EF0F4D23A6E525E61FB4C82F25E5DA8E0B450812A095508770D539A5284D0D21C4FF443218366F57D86794428B380CE930FED4BDC0078C929F432202FB81653B32D3A4EAB476A90E507F67264810D2B38DF3B2EF9BA6BEB4FCF8F4B2DAE34ECFADD2C09BDB834924E0D54CCDF35FBA7F966918CE99E14BB30DEBEED80CA95E34816359704B00BA784FA1076BD
360,2047,716,158,0.3497801660967269,84CCD35CF2F986C8E25A68ADE9DACAB07A9C0864E8E13A94A6D621825246E48FA5B31DA9D495B8B3532DED67CB8BBEBF4996BFC611AC5C0203BDD9B1CBFD510B290459887026E490F15B80CC0DE3FA30CAC4EFA0A78C4D9FE08A5E240605C988DE3B4803838E9AE5C42EF0A70D333C77F5371A53599F4C12399AF330A7B47E4B4ADDAC06BBB71C2575439EB9574AC5AFD18AACD73672A01BB23AAB3D3CF3D6424D9B73D4D3915
361,2047,705,159,0.3444064484611627,743EED143160E1F260B2BFA4C1592C4B4D3154997EB3A442475BC90BB3DBF772137E2909B801430A47843A8782E1D58FED7C211F3318591E1E701B7276AB0FA4C6529CBE8C70C1792EFBB6B0EABDE727E1C0660622C7C575C2DF5BBEAE227A1FE35D9BA9C63A1A20605AF0AFB0CF7C53FD975D9EBF42EC59F2C7DCA4D3D3A08F753136AAC38977D5485478FF87BEF8B25A3B95188AB33A12D039E4C101C7973E649604AE98DC5B8D
362,2047,694,165,0.3390327308255984,238F2EA891811B66CE71E1FF90F0E10A9DFE24ECFF2D12BD0A1FB11369C6FB9FD7BCAB10DC546E101FCC7D601AFB1FA2EAB33FB672C53746358CD310B93FB86292F8A9B81B35E32BC6C29B51CBF6FA94F8E1CBBE6C6CE2DAEFC5DD13919B93EBF5B79DA826A36413EB56E8F20263377EBD264A5E1AFCAA02C23BE90ECCBA0B867D4288233E35FA125A4D1DB849F9E8F323D5956DC118B7929637E77CCDB18886144D1EB706B056543C7
363,2047,683,166,0.3336590131900342,1B551A952124909E76D9C00675858A3F26399AE5BE3E9AC8BE0E955F095CF468F117AFDE626398618ED38893E85D41E9424254294E2FCAD035BE03B8CF034D3D9317CBCF3856A4316405432323797DBD7AD9E24B14830E591778BA37053EEF39D63ABF32CD510D07D1A40712E86B51E1A0E1A0B6AFFF030098F02DBFD6A721EEE3E86750AB931F46DD5DFC67C0113DC220FBEF1F374DB88B8D0733A32792DCB05B7F5D15CCC34A6CC050B5
364,2047,672,167,0.32828529555446995,E9A6516E3221376B966611FE128313C56FD08E99B07FA8A57C95F92F242BB4F5200428EC5D6D054358DB150686A4299E070C94C3BE21E7051D61E42D74F34A3255A5D5A6543F42C7ACC562B0D2AB1F346FEB4BF761BA4F29AB12E4A73567FF7B6B3F4566281941DD27E413936673F9DBFB4AF943E8A9C1A6C3DBC874A8DCC7CD52F7097D6483F39D7A758698EF6DEC604829DB0CE0FB21C06B5BD7F07D822284C0EF113F20F8BF2346FAA955
365,2047,661,169,0.32291157791890573,7908E8D03A2B0F3AC123F1D7F1D01FB30D93201955D2A828535AA8476111A6E9ACF04231388D5D3583EE012367CC089B9C0DCD23658FA997BE5FDC3EB746E0EC57AEDF572A3DD4F259CBFBCD3CEA13BB679DA9945357CBB132A5B44198762E37625D2741DE67C921F5E642EC629718516BB8068612AAF8922A70D1E83FA28D8EF898F0757B2902F5BBD99FE16B9C047507FA7C1C31DF3AE8EED8D7B2779561E093F62428B222C1ABCB7B8199445
366,2047,650,170,0.31753786028334147,2AFB547CEA354AE698003394E0D667193AE0625A6A11AB4B4855DBECBF2AB78C467AE23396A69890C493AC0C470E6F28C659262486D5F9059D2F1ACD4BDCC5114B8E67EDC4791D348DFD03634E8A9EEA46BD0E24D7915FD988C19E7B061E26A349076E5708FFDD495669691D79F448EAA254F1D1CCD6E750C7117DD2B2F48173B916F5B18353B8216E4BD53309495E22EADB3868B42F3B8148514D4D621BD45E49FA18D7D3A2E1FE345AD3BAFDABB5
367,2047,639,171,0.31216414264777725,113261CF00FF33B5E7069E5FE3149C005FA77C8B5C10A53A798BF6E841F48F429E229A093E9F0B590E008B2696BF83CAEFAE4E8E0A109A8468C5A8436F848DBE5FE59EE29A9E63D3F5AAAD31F98721D7ABFE564DAA956FC7604287D8D8A3B7C87E805C637723FBB580F29F38FE3CBC576399AD163DCD89776BAB23C0B1F29606518306E32B36673545CE5111770045894DB30FC2679C8D928D6900643751168342173668FEF1E10E0E53B30E12F81CF57
368,2047,628,173,0.306790425012213,F6A64D50D47A9F28A08F6DEDA06447A74C7CC42A471A3106D2A310B4D2538CE9A34A3CDCC9294EF63615ACCB74269442DBDE484EF1E16D53E4AE810A00C906808D86CE6B7BC8A6E9EBCB83758E65F212A10A385102F4793CDA582DA8CB4F8606EA40D8E6E2FCA6729BB17C503D4ECCF07E6957AF7BAC67DF636199C283620E981AA221CA38D665130A304586751AD6FEB08E03AD7F552F363874392F89CEADE8FA119233C9214DFE4C1CAC08F063B73E779
369,2047,617,174,0.3014167073766488,7FC541DE2A164C276DEB77B538CAF2F3DC54CC2CB04ACA5D523195BCA36D62941D0B19E4E0FCF3ED6B375946CBA1802F76A8CCE8FEA6C70DA43A6AE062C12AF8A81C14DDC61940F49A61C497FFAEC2FCBC827F909974958DD7804AA0F2977A553F5F8D02B56E97FF06D9FA504A86B10C4247CBF6AE69F7EF95B311C8010CCB2CDC75816FB3D58336135BF2B8CEE39DE8C65ACF26F605CA23B0439EC0BBFF4B6BAF45B34BA5089AFE0CF61CB2D40C2D767C3A29
370,2047,606,175,0.2960429897410845,38391B5672D76D0018305D7083680D3C39CBD0CD4C9EFAF06013643371333C5C891D2A972B77F84250113C386FD15AAD52AF7E6370761F483D3FC3D751637B1EB37B43ED2B23DF114CB4F08DA7524B6C7B33B1B6904E73B8CBFB79C924280D9BD6D9B38C603D18870CB3D59138D8790930F20F2F84442C90415457850A167CBF4C697859D819BB510D7408CD3247D03ABF961519BCCB5A78D82AC39D6A38EE80B4D0057F2B55523289D1E67AF9B491B36818662C5
371,2047,595,179,0.2906692721055203,1559278B4EBA8E4C7938E7A3999EE7E0A5A09FFA1E53E5A5C5A531659A3956A25C28EFB4F8E2BCB1BC91C6E52DDDA4795F2101FF85E1D81CD3B4DD24A8A993FED2E4CC680E37D189FC095AB4811097B0C3F6C31FC836B4F8CBB5C0FD0141BB8FA2BD5F2D79FC2A29B567EC27AD3CD3E458BFC2C9B43F984CD31A77E46123B7CA016A3D01C5C72C77C86F6294B1D942E3ECE0FCF55EA718DD20E471EAAF10FC90D806A440C37F77DA85456364BA7B8EEAFBEA8C7865BF
372,2047,584,181,0.285295554469956,D721EBC47C3A1DE3E730FE3412E4E7ADC0B0496C2A6D6745C8204C85BC65E94596353FA630880B9E0759A5D72183C59D513240CF3F5707072D83C7D46B1073A456C0588AACAB75B402187073E74E6BD7D8A5E780D61D253132654DBF42A9BD3DC3C0BD796893CDD215B7633D27554EEC93455EF03887DCAF5B003CA1CC5A01734208CE0586731F172D0E7D3FA47A10DB4B8BD4E92C28A6D3EF002A0AA58E46973C8A11C24FC91AD6DEB918AC51977010F08570AA374ED9
373,2047,573,182,0.2799218368343918,695A8BFEEA4D5F9B1D0D622EDF59BEF09D77A217B003E17EDD8E6DFE2A8F77F19352CF4EDF081F7419DEA4C44ABE929ED9FED25102145120359553B744AE2DE021C67185C3BFA18D8F40CE83C03337EF540A8CB6F1C23ADD20C0467596FFABE4F1C411172AF6238A4F02347AE1E2F8D77724D5BC6FDD5716AF796ED7C0EB0F9EC16CF719BF155E3FD0D088E9CFF74D2A451A88C69425681CC62725F14F193DA92072DEA0C6F335E281415FD260FFB7831F528E7DC73A6D0DD
374,2047,562,183,0.27454811919882754,23CC757552A8645A3512D657AACBA4EE2966475E669674094A4FDB42FADD83D01C6A6C0224FD390FA3E4C588C3F13BF68FE4E7AF509D12AD4B136B414D4C395DBAA00768506B18866E23690E20DF3F0F10A6F6EBFC7AB82F66D2067CE6231A679DD8E3A9EE204FBC2796E102CDA3FBD530157E7E953F5E2C9D4CE8C9B0DE11A8169C955B305967558A4F4E7919179EDD635DA040805308064CA35481FEEEC1D74CF198B60826E2CB965097A5EDE1F0C7B36194E552195D59B5A9
375,2047,551,185,0.26917440156326333,1167BD3BD8B5462FAA3597B0B1ABBBC344BB598F03627DE043E1AC3C7A4BF6EFFD41CEC15A0287591D9B4A37C953E46EA1D71BA271C7C02BC48AEF8CAFFD020142B8D5A8C8EF3135979997A2DA42C2A066C6D7A258F3E0A5823148C6B7E22FCE23F602F0F57008FE001A450F1D2174BBFE73EC610755E9A750AE69AE596D5135EE9225865CF4CED4D985E4CBDE1B677845012FA75E10D3B0BE5D519800D35368A90567756C1065E4225F32B206DF65FDE21CCE6FD7EF2F3094C2A1F
376,2047,540,186,0.26380068392769906,E9DEF801207D00960E38D4EA994D1C2009DE80E1F5A3677B205A518340646FBD151674CF036DB913308291874A8299D1F449AE136D1864EF7F78EBA7BCD697B3D20904015793E451D55C3011EE79DC181D7BF2D6DB49C474711DAEA3AD63886BA6B28B2DF3CAA7396A8816BAC4EC39C84AC40B7657DD1ACB89817C37568D8673104D35CA7E1FC71AEA0AED00530D9C7588ECCB49D8EBB956C59E90D78C4C33F940F25631E4439E48087461B30FC4BBD5E4B4997B360656ACE7AE11A95
377,2047,529,187,0.25842696629213485,618938422D9BCBE54F70FC60ABF346341B130FBC4DDFE3E092EF949569973697564631F3F6A1305E0CBD5BD386923E22CC055D15FE7AF3EB9DD9AA4BD41EE093EF0B8F9B5C90AE4413E803BA7714FF29349F8BAB6978306F543B95940488C58233688590263D3F7B7168C7F47A2C7FAA49EF4BE9656832CAE4D8879EB3078065A996246762698CBFBD5CA17C94DBC76B04FC51B73CAC46528CE5F80C15BDDD1466A266710DAEE3A5CE671FD8B0923A2BCC02F14C3AFC98E05DB2B4FA9E63
378,2047,518,189,0.2530532486565706,353DEA56149CC22FA60A84A3753B5182709CF533B2360AE1B38F7258457548DECD5210FD265B520F978C521360030DCD62C318A53A0AB0D9CD7476A28DE41DA315E183CB25105C9EB73E217D33AC806EBE8FDFFA8A6ADF45D1DD88823C6297E1D6C9075D45182DCCB61880EB49F5FCCA43A7E7010D7EB32CE5ABA96F2B53F96F45A9DAE75EDA49D51C21EA52680920D8A5ECF91797226A04870FC26B36CD4C4DE0AFD12C3FAED315DFF244E9405AEFA26E908431C6A3F6AB2F68EF20CB59217
379,2047,507,190,0.24767953102100634,169C5ECCDE288213B18736328C8284E51436550CA030BC1F2DE8E58AA6100588105A79F62A403FD1025B6B48CEBB52901F54E99655716052F3D1592967273FFD163628ADA08319ACBDBF3B688D2855F65A68EF5A23A6A4DDFC66C7E69263580474CAD2E9AFCF56E688097C53797BAD5E558643815882FC86E4B389644EB65E7B60DC340ACA96E1524767608FC9E53D49120E994B68A0817AB03FCE73A35BD257D0796DC6DA44B17F27BC1B5225C424E69A270EB92F348B27BD50DBE1E4D3F2FD09
380,2047,496,191,0.2423058133854421,DF9FC29F7AFA6A59D2296B986EE1400511F4A4C38BEC554E12EE167F71438646A2CE045259699C1477477F4B686A2272988DB07546669DA573E306B119BDFCA566C003CDF63DA189D8EB2DCBF9239384B4F2F1447BD4BE16BE14FA7F53006E94BA30666B0B8362D4CB29EEA940D5158EDB682BAC7F7FD2CD3A9C41EB71A74A70743170DBA1BEBEB88C38733BC4EB936A65DCC6FBDA412092380CBD38903ACBF3616D0F81A8C06674D22472C48083E4F22C03FA37B34A1C2E2864CB57598B66CACC43
381,2047,485,205,0.23693209574987786,5AE4A89B092A1D61ECEF3AC5C4285997D2B25FC1E20DE8CE7D43C4340021BF9F0A700BC4121C4ADE9E06870321E863CAE21F115DCA6BD89FE07636D307F596AFFFD0ED1D167A56B9B600A9C96670767354B4A5FBAE4036416660D8F2D95F1D8EE14328FC5BA8DAA780A8CA07ED493C88A558D94673A4EAC651A5D0CF0128BE6DA12B006EECCF6C9E1DB277FEB8691ABDE063C5996CD0FABCF7B6DA972CFA4A11FC9CBCD143B827F4003ADEBAD72A0B21FECBCBB527A701F5B8388B893C07C93707340E3
382,2047,474,206,0.23155837811431362,226BE985FE8378EE03E0F44FBD3C8A011B5164F243805F6D725BA310AAD628D8F4BA691885CECA5D9CB54E591D1D674B6F1A33A88B9116DA4079A55B53799BDA5CEF9CCC0D5DD246AD0F68D48D941E8AD25C9D64621A022A121F3A76E06A18B8A9208415BBB7F8BF9DE0639D073817F3C0682C044BB90975340A46EB73F5D97455B242AD04A60F085A522780E7E0EC841390CDEC1A0384EEAD70D602660DC60DD5BE7A9871D47B377ED91088CDD9D01A95F67A7C21A0760FAB56D9CAF3AE330BC2CFBCDC11
383,2047,463,207,0.22618466047874938,1B31673E17AD72D2CEDBE520D86E2C0F7F23F45998504493AA4BBE399E2DB42A92EB4D048C907576D04551DBAC6E0B9C6D6838430BFD7B61A7E085D606572606FF26384193D21139CC31FD5B4CC39E257CC38552FE377F16995BEDBC9756DA2E7999CB90E05E7562458B60CA0C69B8B8963565CBA48D6C48086A707B8F8A207DF2826C9A7674C3E2E3832ED07F73AE8D52007BC3BE9FB76F7A978F09E60E12041E5F8709BF8B1608D57A61253E578EEF3AF84FCFCFD7CA7693E2A4B4F2ED8D723C6C70FEC24C9
384,2047,452,211,0.22081094284318514,D5D768E7918EE06BA4AAD1B50179422083FFCB80A8D613CB60DFF075787F3B67F7D83C0F7CBC47FA2A9D233BBA9C6FB176FB9564A58EB99D11B20694DFE8DAEAF453037109983A14C5A8FDAA42CECA3DBF3E1DFBB845DA4DA31B11BA76A2DC748004DB13AFB85155C195A6DA27824D49291C2A16A953BA7DAFC9DF5796DD13773842FF89DC5495142A8D5C93525124D05439E5D4DD1F7AD04CCE0E8873694E58A851222297242D6C67B90C4C8FB5C155EAC0C415955842CB13063580C60D2E47645EA5359AAD7FD
385,2047,441,213,0.2154372252076209,52D4FF5FC7370F1B8AFBAE5BBD055D060F27AB9DBCCC7B889B8FED21BC5F28C8A3E61440D7A2AA30BDA7F116DC8C1084FC952676CB22F00CB7DD8FE6AE26D5F79B89BE038F023AAAFC3021F57A144E078FCF7C7EE97B4AF78E14AF7B2D7A4A9661DB162AD586B565F352CB588EBF194F31EF6F6877D7B74A8E85002D483FAA22782163AE0D5C6945AE8AD5DA13C6A627ED5ED160F3CFE669C695312F9BD13BE2DA26448DA152C9FC9703D940E195C10EEE9FAB5A35444B7789A1A45DB6F1AF2131E7DFBA07BDC89907
386,2047,430,214,0.21006350757205666,2A85233804A8201C2EEFD715F86322189DF33A8CA6AE6F9DC4845B43FBA167C8F584EAFF927B7D6168A58C427EBF64CB31CD5ABD07866BF308A4C27EF0997B6BC8D75B1574A8559D8238006C6529B8B2470BE95410AEC9AD92EF0CD8D8E9856FCF668261AF113F86509A9A7945ED445094FEDE05AC25A179D311672761F542D8D9FBA197BD552128A3D8C93CCC5C2AFE6AFE63952FE2E2960F5231FBE4788B263B07F56F37F07B357C502C53381A9DFFCE7E846A06AF193719144F08B7CFE9C65B5AE6C0049F40D9DFD6D
387,2047,419,215,0.20468978993649242,1A0BD3DE2B7B371CE5FA1F1D73D80A867698609763BE307898673B970E1F5DF91B2EEB92AE67B6D78C424EA78B8A19F5AE26A61F343F304AD3989653B6F2FFEAAE463172457A1FE9437498A12B9740F1F7F54847CBE0FCFFD0781C6518CAD23E1E59021455EA2887A4BD8533EA39FB79D8DD57623C16CE76C42C58AB1C1457D73821FF0478F2FD196C21862315B08A66142A13C8AC2AED352D0C2C06450C60CE8977B5EF40AB94E8D4013F171F205FFC8DB4DEC994D0FD0A5B97D571D7F4AEFA2EFE8E12D7EB70FEBED2B19F
388,2047,408,218,0.19931607230092818,D866BB7892F3DCAC3AEDED9819ABFACA65D54B629A0FE23AF774F874D4D3A6FCF2BA4AAAF8DAE3D5725D5CB45EC6C8F1CBE84068C89388BA9275A3E29EE0E058B1CB2281D4786A66B37305094CC69C139AF4A89E47709FC39B1EA14828F71FC00B69D2798432F0725FC2104AE875E215230762D6819EF3FF0797621E6FEB941BB49A2A794582F64D4145CDFEFD15701B76577F801558D186E61A8DA46BE0D59E5BA54B3AD6F25A8F9A5505ADD366AE05785C4ED62D5A40DB60D24810079B264971EFB23B9A6EEBBC27A7CC3DF9
389,2047,397,219,0.19394235466536394,5B4FDEC453FB22252D4115427B1465675997D5E0FA03B94BAAD1A860456D03102F2B528497FD2B95A7783B472F7471710A4EB66AE9B81BD2A9B800B7F142871498CE18353543E092F8DBE1F9BE136EC0DE51CCDB99498EB893DC6AFFD2BDDE41BB7391490E01D01A29D4362615B190F7C775500FB6427FFB7CD6A958AF59ED0E5A0D787EDFFB198043E44F8A1D270ACC4A93FCD777C4E05D59CFAB8519F2C0DB4032A2DA2213C22E13E899E331C2611B0DE655C90AEE8B3E084ACDF0B3238E6E5B891BBE44BBDAE36590873907149
390,2047,386,221,0.1885686370297997,3EA56A0483172C701386BB6E630187B4D461C2617A972BD3AD5E04A2F9C9C76F739C4E5168CE8EB0E352FD6DAF9187E155CD4362C3A01B31A65411FDB16F6D7309637DE72514D0B21BC3BBCA4FF92508A9D281D3DE6817AB455311EC70E822CFBDC1B466FF3AE05B2C17839B3014EB6CD0B9CCFDC6AE1004D139D152C1D6C5EA44211DEAEC16FCDA8D43A1E07D3D184446FDE9515509ADDA4E7E02F58598146A4992F78717B59251FC4F3B6D93DBC13534AC6845543F8367BBDD80EFD5A654D87A9B4DCA622B251BD9CD0FCC4A6B0FB5
391,2047,375,222,0.18319491939423546,1D129FAF822EDE0CE75B732117DA65CFFD8E27BE14130591510B8AD1B8EF13CC45B1528E17B663FA9ADCADDDB6B0D4E21855F22C7BFE06D33D5E5A1509FA2BF2D7C310CDDD7C65833883E2ADD62FC193561EFF10CC91A0A01E0F28EC409390A94331B2CBF98628D438FAF7D5ABF0AA5D760629F9667C565B0C507E3091F635C44139A67D9B465752F56646E9F41ABF112F8AD266FB3CCFE40FFA4BA47DAD76671F46244BF0DE43B991E425F8CAEA3E9FB62D79AEBCFED922B6E7C1E7204D1E3530058193A31733BB7F8F1223CDFF417B86D
392,2047,364,223,0.17782120175867122,998006C7E0AB9C50F38466AD328279241548BAD21057F45373147329F13755B99B9DC18AF343CD6CF1270390C438A5F52D1BC604FBA38ACB1B6A27A89AC98FE41AE89D2C759D646E3372A965E1636E5FBCA7EE11234A1694AD810AF007AFB508F59DEBCEF0FF56D86A493CA1F67EFCE464A6DB7E55DB3C8376A40F6905E37F440414B21230D0829DAB28EEBCE25F2759EB0738C4C619E9BBF6F51FF0F95156382986C21A1C9908C5583C0309C05127DA689C9594932D28DC14C70438A6E3C5B318CB911BEF5C4169532FBD2542E2C010915E9
